iter	Logloss
139	0.4531623753
140	0.4530377773
141	0.4528922291
142	0.4527744687
143	0.4526488834
144	0.4525145144
145	0.4522965131
146	0.4520674365
147	0.451903497
148	0.4517353639
149	0.4515365353
150	0.4514214801
151	0.4512649647
152	0.4511254648
153	0.4509475803
154	0.4507802237
155	0.450639424
156	0.4504858125
157	0.4503424948
158	0.4501396867
159	0.4500118576
160	0.4498837245
161	0.449737338
162	0.4495367734
163	0.4494137104
164	0.4492690205
165	0.4491411382
166	0.4490155896
167	0.4488571733
168	0.4487257639
169	0.4485688546
170	0.4484818747
171	0.448334917
172	0.4481938408
173	0.4479799644
174	0.4478548713
175	0.4477027407
176	0.447509229
177	0.4473598818
178	0.4472197908
179	0.4471010995
180	0.4469903683
181	0.4468667634
182	0.4467376898
183	0.4465884616
184	0.4464652466
185	0.4463282189
186	0.446176351
187	0.4460796232
188	0.4459379468
189	0.4458273592
190	0.4456470786
191	0.4454873529
192	0.4453880461
193	0.4452405799
194	0.4450990065
195	0.4449455053
196	0.4448450685
197	0.4447243595
198	0.4446141369
199	0.4444499583
200	0.4442534177
201	0.4440819753
202	0.4439882734
203	0.4438681619
204	0.4437454357
205	0.4436454003
206	0.4435050169
207	0.4433329635
208	0.4431935658
209	0.4430222785
210	0.4428944744
211	0.4427751929
212	0.4426542153
213	0.4425367961
214	0.4423962891
215	0.4422867578
216	0.4421258862
217	0.4419622305
218	0.4418319061
219	0.4416756647
220	0.4415360481
221	0.4413851425
222	0.4412946151
223	0.4411962092
224	0.4410528998
225	0.4409478143
226	0.4408048255
227	0.4406395149
228	0.4405468846
229	0.4404208462
230	0.4402690682
231	0.4401298555
232	0.439948989
233	0.4398606485
234	0.4397179218
235	0.4395710622
236	0.4394713684
237	0.4393368731
238	0.4391643411
239	0.4390245238
240	0.4389047443
241	0.4387448604
242	0.4385808184
243	0.4384062424
244	0.4382929537
245	0.4381777137
246	0.4380292402
247	0.4378429276
248	0.4377194274
249	0.4376172174
250	0.437473284
251	0.4373642706
252	0.4372739031
253	0.4371665403
254	0.4370584168
255	0.4369229177
256	0.4367442988
257	0.4366679307
258	0.4364856527
259	0.4363158179
260	0.4361767844
261	0.4361030262
262	0.4359960254
263	0.435846061
264	0.4357569391
265	0.4356164183
266	0.4354939615
267	0.4353963973
268	0.4352585372
269	0.4351014705
270	0.4349813236
271	0.4348617807
272	0.4347339162
273	0.434641674
274	0.4345294005
275	0.4344061282
276	0.4342446732
277	0.4341143205
278	0.4339622357
279	0.4338769299
280	0.4337326221
281	0.4336108218
282	0.433471325
283	0.433375244
284	0.4332499513
285	0.43316173
286	0.4330354558
287	0.432920914
288	0.4327953558
289	0.4326504426
290	0.4325318403
291	0.4324246708
292	0.4323069761
293	0.4321885053
294	0.4320242735
295	0.4319043768
296	0.4317780405
297	0.4316202943
298	0.4314897752
299	0.4313853339
300	0.4312869961
301	0.4311813911
302	0.431062807
303	0.430945667
304	0.4308048129
305	0.4306574973
306	0.4305487963
307	0.4304322633
308	0.4303008129
309	0.4302032074
310	0.4300906235
311	0.429948071
312	0.4298300179
313	0.4297250756
314	0.4295878253
315	0.4294991188
316	0.4293754215
317	0.4292632967
318	0.4290996373
319	0.428957982
320	0.4288602933
321	0.4287611317
322	0.4286334879
323	0.428534547
324	0.4284114725
325	0.4282877999
326	0.4281440391
327	0.4280416425
328	0.4278965846
329	0.4277877525
330	0.4276422343
331	0.4275332738
332	0.4274587051
333	0.4273543803
334	0.4272641072
335	0.4271214308
336	0.4269604121
337	0.4268613786
338	0.4267549845
339	0.4265910647
340	0.426462594
341	0.4263493244
342	0.4262468127
343	0.4261078867
344	0.4259838131
345	0.4258493173
346	0.4257044621
347	0.4255783499
348	0.4254816684
349	0.4253516296
350	0.4252420626
351	0.4251368393
352	0.4250401664
353	0.4249168392
354	0.4247887857
355	0.4246711499
356	0.4245749847
357	0.424473153
358	0.4243706968
359	0.4242256654
360	0.4241461518
361	0.4240611961
362	0.4239307791
363	0.4238535617
364	0.4237341914
365	0.4236517368
366	0.4235342349
367	0.4234062139
368	0.4233063054
369	0.4231974179
370	0.4230671283
371	0.4229528094
372	0.42283787
373	0.4227260868
374	0.4225903624
375	0.422472947
376	0.4223357082
377	0.4222184115
378	0.4221028008
379	0.4219783267
380	0.4218873857
381	0.421760404
382	0.4216521482
383	0.4214985731
384	0.42136253
385	0.4212594679
386	0.4211253443
387	0.4210134525
388	0.4209015492
389	0.420770249
390	0.420660239
391	0.4205497354
392	0.4204284658
393	0.4203104701
394	0.4201829951
395	0.4200820626
396	0.4199598035
397	0.4198215279
398	0.4196978841
399	0.4195847264
400	0.4194820345
401	0.4193951781
402	0.4192514082
403	0.4191705194
404	0.4190551922
405	0.4189490038
406	0.4188496606
407	0.418759835
408	0.418653725
409	0.4185186227
410	0.4184142344
411	0.4183089638
412	0.4181932806
413	0.4180803346
414	0.4179807714
415	0.4178667012
416	0.4177566236
417	0.417627893
418	0.4175069985
419	0.4173623723
420	0.4172381019
421	0.4171221461
422	0.4170458099
423	0.4169412595
424	0.416864125
425	0.4167509704
426	0.4166169059
427	0.4164781421
428	0.4163558526
429	0.416242934
430	0.4161364041
431	0.416036839
432	0.4159633353
433	0.4158275704
434	0.4157284524
435	0.4156177407
436	0.4155110096
437	0.4154306719
438	0.4153124277
439	0.4152023554
440	0.4150711189
441	0.4149830228
442	0.414843256
443	0.414739778
444	0.4146548352
445	0.4145520555
446	0.4144235056
447	0.4143026122
448	0.4142095332
449	0.4141180947
450	0.4140200734
451	0.4139212053
452	0.4138134521
453	0.4136989418
454	0.4135859884
455	0.4134997555
456	0.4134042772
457	0.4132884362
458	0.413161907
459	0.4130647901
460	0.4129621786
461	0.4128685373
462	0.4127425864
463	0.4126494706
464	0.4125293512
465	0.4124090531
466	0.4122891594
467	0.4121994194
468	0.4120822371
469	0.4119769559
470	0.4118769484
471	0.4117777358
472	0.411700952
473	0.4116238433
474	0.4115021507
475	0.4114088427
476	0.4113138242
477	0.411227659
478	0.4111218521
479	0.4110328287
480	0.4109325662
481	0.4107886841
482	0.410698875
483	0.410613102
484	0.410499488
485	0.4104333405
486	0.4103346739
487	0.4102428805
488	0.4101413576
489	0.4100507975
490	0.4099423475
491	0.4098330059
492	0.4097228385
493	0.4096215323
494	0.4095392849
495	0.4094497882
496	0.4093130387
497	0.4091881121
498	0.4090857771
499	0.4090151056
500	0.408882867
501	0.4087782169
502	0.4086746224
503	0.4085761741
504	0.4084555059
505	0.4083374519
506	0.4082454771
507	0.4081352617
508	0.4080435566
509	0.407954852
510	0.4078447484
511	0.4077302553
512	0.407628557
513	0.4075197594
514	0.4074136303
515	0.407331495
516	0.4072199215
517	0.4071392859
518	0.4070501574
519	0.4069075352
520	0.4068186894
521	0.4067485606
522	0.406644526
523	0.4065758716
524	0.4064767103
525	0.4064077244
526	0.406303327
527	0.4061741687
528	0.4060593848
529	0.4059818251
530	0.4058920446
531	0.4058056816
532	0.4057269417
533	0.4056377173
534	0.4055392873
535	0.4054333869
536	0.4053145807
537	0.4052040445
538	0.4050999021
539	0.4049978434
540	0.4048957501
541	0.4047846673
542	0.4047084311
543	0.4046030911
544	0.4045006189
545	0.4043809043
546	0.4042528565
547	0.4041745651
548	0.4041058439
549	0.403978546
550	0.4039103629
551	0.4038044581
552	0.4036678412
553	0.4035670153
554	0.4034818787
555	0.4033799602
556	0.4033060468
557	0.403237952
558	0.4031355553
559	0.4030500334
560	0.4029677409
561	0.4028749885
562	0.4027597936
563	0.4026512068
564	0.4025434576
565	0.4024404678
566	0.4023294164
567	0.4022371389
568	0.4021521664
569	0.4020743006
570	0.4019940288
571	0.4019280146
572	0.4018174689
573	0.4017253186
574	0.4016819589
575	0.4015748625
576	0.4014923562
577	0.4014143731
578	0.4012996171
579	0.4011916723
580	0.4010976948
581	0.4010308276
582	0.400945799
583	0.4008815943
584	0.4007625801
585	0.4006981107
586	0.4005601514
587	0.400464851
588	0.4003569875
589	0.4002794757
590	0.4001622464
591	0.4000626914
592	0.3999711739
593	0.3998947347
594	0.3997805754
595	0.3996879547
596	0.399593055
597	0.3995324361
598	0.3994414541
599	0.3993234542
600	0.399229113
601	0.3991553324
602	0.399065609
603	0.3990019429
604	0.3989301852
605	0.3988103705
606	0.3987116337
607	0.3985998641
608	0.3984956824
609	0.3983852277
610	0.3982522412
611	0.3981686559
612	0.398091911
613	0.398022277
614	0.3979473575
615	0.3978663787
616	0.3977551778
617	0.3976695947
618	0.3975679803
619	0.3974394665
620	0.397362296
621	0.3972762475
622	0.3972049531
623	0.3971067199
624	0.3970126979
625	0.3969378118
626	0.3968549725
627	0.3967720463
628	0.3966548286
629	0.3965561371
630	0.3964152874
631	0.3962837371
632	0.396159423
633	0.396019416
634	0.3959183679
635	0.3958253301
636	0.3957264482
637	0.3956065798
638	0.3955551049
639	0.3954731984
640	0.3953782219
641	0.3952930732
642	0.3952202368
643	0.3951429713
644	0.3950639052
645	0.3949714712
646	0.39486322
647	0.3947780673
648	0.394667417
649	0.3945851777
650	0.3944991139
651	0.3943903926
652	0.3943186925
653	0.3941554932
654	0.3940785895
655	0.3939912092
656	0.3938899921
657	0.3938063676
658	0.3937000835
659	0.3936337275
660	0.3935377753
661	0.3934188506
662	0.3933186249
663	0.393215258
664	0.3931184844
665	0.3930530214
666	0.3929706166
667	0.392904994
668	0.3928143374
669	0.392752799
670	0.3926771963
671	0.392607868
672	0.3925243875
673	0.3924656048
674	0.3923634626
675	0.3922624296
676	0.3921843331
677	0.3920880339
678	0.3920021028
679	0.3918830913
680	0.3917537773
681	0.3916320826
682	0.3915533513
683	0.3914643349
684	0.3913831469
685	0.3913019424
686	0.3912155347
687	0.3911024329
688	0.3910253168
689	0.3909340757
690	0.3908626627
691	0.3907969853
692	0.3907046688
693	0.3906187216
694	0.390564994
695	0.3904791673
696	0.390384996
697	0.390291831
698	0.3902126703
699	0.3900893693
700	0.3900073588
701	0.3899011073
702	0.3898277004
703	0.3897307686
704	0.3896472291
705	0.3895466921
706	0.3894786513
707	0.3894122355
708	0.3893237353
709	0.3892197488
710	0.3891248283
711	0.3890092598
712	0.3888664912
713	0.3887968244
714	0.3887102689
715	0.3886392343
716	0.3885412499
717	0.3884647424
718	0.3883943804
719	0.3882972595
720	0.388220575
721	0.3881191247
722	0.3880523861
723	0.3879858531
724	0.3879315807
725	0.387851679
726	0.3877693643
727	0.3876834033
728	0.3876015708
729	0.3875099504
730	0.3874453137
731	0.3873276865
732	0.3872460885
733	0.3871659631
734	0.3870819153
735	0.3870204431
736	0.3869578066
737	0.3868988223
738	0.386818438
739	0.3867360172
740	0.3866733483
741	0.3865946727
742	0.3864809443
743	0.3863919876
744	0.3863088348
745	0.3862059251
746	0.3861209204
747	0.3860502201
748	0.3859722841
749	0.3858855132
750	0.3857822203
751	0.3856880036
752	0.3856221794
753	0.3855756733
754	0.385475789
755	0.3853922324
756	0.3852887854
757	0.385210164
758	0.3851602442
759	0.385052141
760	0.3849802828
761	0.3848754698
762	0.3848009087
763	0.3847267776
764	0.384647645
765	0.3845659104
766	0.3844621517
767	0.3843823099
768	0.3843183838
769	0.3842196017
770	0.3840922138
771	0.3840003292
772	0.3839038324
773	0.383838537
774	0.3837618095
775	0.3836745561
776	0.3835699351
777	0.3834907482
778	0.3834268278
779	0.3833701424
780	0.3832844287
781	0.3831839047
782	0.3831141105
783	0.3830222624
784	0.3829480065
785	0.3828527363
786	0.3827690615
787	0.3827105989
788	0.3826100056
789	0.38254262
790	0.3825041361
791	0.382410339
792	0.3823415838
793	0.3822545466
794	0.3821570413
795	0.3820624773
796	0.3819759816
797	0.3819119555
798	0.3818235505
799	0.3817244503
800	0.3816520084
801	0.3816083792
802	0.3815590732
803	0.3814548895
804	0.3813700195
805	0.3812825572
806	0.3812088309
807	0.3811318745
808	0.3810407022
809	0.3809593234
810	0.380856451
811	0.3807579167
812	0.3806749969
813	0.3806062705
814	0.3805317956
815	0.3804752082
816	0.3803871576
817	0.3803262512
818	0.3802439354
819	0.3801466402
820	0.3800560084
821	0.3800179211
822	0.3799155812
823	0.3798373939
824	0.3797845951
825	0.3796966451
826	0.3796210916
827	0.3795664991
828	0.379451832
829	0.3793566842
830	0.3792455218
831	0.3791743487
832	0.3790896276
833	0.3790187723
834	0.3789501387
835	0.3788458643
836	0.3787514903
837	0.3786759062
838	0.3785865261
839	0.378514547
840	0.3784260715
841	0.3783615864
842	0.3782868063
843	0.3781995878
844	0.3781128732
845	0.3780217287
846	0.3779831341
847	0.3779221216
848	0.3778208358
849	0.3777736466
850	0.3777089661
851	0.3775948552
852	0.3775240539
853	0.3774711877
854	0.3773876275
855	0.3773263803
856	0.3772821776
857	0.3772240807
858	0.3771603943
859	0.3770731219
860	0.3769834573
861	0.3769177537
862	0.376805382
863	0.3767251886
864	0.3766580167
865	0.37658934
866	0.3765051675
867	0.3764352608
868	0.3763673793
869	0.3763118104
870	0.3762415088
871	0.3761654652
872	0.3761076155
873	0.3760345466
874	0.3759513707
875	0.3758726663
876	0.3757969325
877	0.3757347354
878	0.3756697483
879	0.3755953692
880	0.3755062532
881	0.3754134046
882	0.3753547309
883	0.3752649313
884	0.3751728168
885	0.3751133124
886	0.3750519425
887	0.3749763052
888	0.3748961878
889	0.3748035001
890	0.3747276092
891	0.3746387224
892	0.3745388037
893	0.3744704129
894	0.3743950979
895	0.3743223647
896	0.3742576192
897	0.3741984638
898	0.3741188456
899	0.3740559891
900	0.3739808381
901	0.3739244179
902	0.3738426039
903	0.3738030776
904	0.3737208888
905	0.3736632865
906	0.3735662678
907	0.3734614924
908	0.3733597324
909	0.3733017205
910	0.3732038877
911	0.3731279941
912	0.373081548
913	0.3730072657
914	0.3729339217
915	0.3728667339
916	0.3728044671
917	0.3727180191
918	0.3726428389
919	0.3725327867
920	0.3724591486
921	0.3723625492
922	0.3722858997
923	0.3722179963
924	0.3721194468
925	0.3720358033
926	0.3719531512
927	0.3718562906
928	0.3717733845
929	0.3716802335
930	0.3716063458
931	0.3715586648
932	0.3714947491
933	0.3714418343
934	0.3713760578
935	0.3712668401
936	0.3711837384
937	0.3710819444
938	0.3709911069
939	0.3709264048
940	0.3708270165
941	0.3707723495
942	0.370698573
943	0.3706343384
944	0.3705660864
945	0.3705141397
946	0.3704422447
947	0.3703579658
948	0.3702609077
949	0.3701479781
950	0.3700679438
951	0.3699955648
952	0.3699221543
953	0.3698345901
954	0.3697811414
955	0.3697206378
956	0.3696549235
957	0.3695475691
958	0.369432472
959	0.3694149343
960	0.3693180249
961	0.3692573259
962	0.3691639149
963	0.3690935261
964	0.3689924536
965	0.3688951765
966	0.368826109
967	0.3687589901
968	0.368689372
969	0.36859696
970	0.3685140673
971	0.3684473174
972	0.3683672053
973	0.3682979667
974	0.3682180063
975	0.3681459665
976	0.3680722441
977	0.3679528672
978	0.3678754994
979	0.3678075412
980	0.3677457163
981	0.367677811
982	0.3676102567
983	0.3675126105
984	0.3674688702
985	0.3673997495
986	0.3673241293
987	0.367237721
988	0.3671931501
989	0.3671322788
990	0.367065443
991	0.3669748344
992	0.3668919324
993	0.3667775892
994	0.3667015788
995	0.3666228534
996	0.3665466155
997	0.3664750659
998	0.3664257608
999	0.366345419
